??    1215.6701 0.416400  6.265E8  1.00 No ID !! MUST BE HERE Version:18.11.04
ZrII  3285.6581 0.083   1e8     M01 f Kurucz
ZrII  3209.2401 0.010   1e8     M01 f Kurucz
ZrII  2762.693  0.010   1e8   Kurucz
ZrII  2759.607  0.091   1e8   Kurucz
ZrII  2743.349  0.204   1e8   Kurucz
ZrII  2712.306  0.049   1e8   Kurucz
ZrII  2568.424  0.135   1e8   Kurucz
ZrII  2551.518  0.050   1e8   Kurucz
ZrIII 1798.048  0.178  6.13e8 M01
SnII  1400.450  0.790   1e8   118 Kurucz ab=3.6
PbII  1433.905  0.870   1e8   206 Kurucz ab=4
end   0000.000 0.000000  0.00000   0.000 Terminator
